title,year,infobox
The Chairman,1969,"{'Directed by': ['J. Lee Thompson', '', ''], 'Screenplay by': ['Ben Maddow', '', ''], 'Based on': ['1969 novel', 'by ', 'Jay Richard Kennedy', '', ''], 'Produced by': ['Mort Abrahams', 'Arthur P. Jacobs', '', ''], 'Starring': ['Gregory Peck', 'Anne Heywood', 'Arthur Hill', 'Alan Dobie', 'Conrad Yama', '', ''], 'Cinematography': [' (uncredited)', 'John Wilcox', 'Ted Moore', '', ''], 'Edited by': ['Richard Best', '', ''], 'Music by': ['Jerry Goldsmith', '', ''], 'Production company': ['', 'APJAC Productions'], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['25\xa0June\xa01969', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Countries': ['United Kingdom', 'United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$4,915,000', '', ''], 'Box office': ['$2.5 million (US/ Canada rentals)', '', '']}"
Change of Habit,1969,"{'Directed by': ['William A. Graham', '', ''], 'Screenplay by': ['S.S. Schweitzer', 'James Lee', 'Eric Bercovici', '\n \n', ''], 'Story by': ['John Joseph', 'Richard Morris', '\n \n', ''], 'Produced by': ['Joe Connelly', '', ''], 'Starring': ['Elvis Presley', 'Mary Tyler Moore', 'Barbara McNair', 'Jane Elliot', '\n \n', ''], 'Cinematography': ['Russell Metty', '', ''], 'Edited by': ['Douglas Stewart', '', ''], 'Music by': ['Billy Goldenberg', 'Buddy Kaye', 'Ben Weisman', '\n \n', ''], 'Production company': ['', 'NBC Productions'], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['November\xa010,\xa01969', ' (USA)', '\n \n', ''], 'Running time': ['93 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Chastity,1969,"{'Directed by': ['Alessio de Paola', '', ''], 'Written by': ['Sonny Bono', '', ''], 'Produced by': ['Sonny Bono', '', ''], 'Starring': ['Barbara London', 'Cher', 'Stephen Whittaker', '', ''], 'Cinematography': ['Ben Colman', '', ''], 'Edited by': ['Hugo Grimaldi', '', ''], 'Music by': ['Sonny Bono', 'Malcolm John Rebennack', '', ''], 'Distributed by': ['American International Pictures', '', ''], 'Release date': ['June\xa024,\xa01969', '\n \n', ''], 'Running time': ['83 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Che!,1969,"{'Directed by': ['Richard Fleischer', '', ''], 'Screenplay by': ['Michael Wilson', 'Sy Bartlett', '', ''], 'Story by': ['David Karp', 'Sy Bartlett', '', ''], 'Based on': [' of ', 'Life', 'Che Guevara', '', ''], 'Produced by': ['Sy Bartlett', '', ''], 'Starring': ['Omar Sharif', 'Jack Palance', 'Barbara Luna', '', ''], 'Cinematography': ['Charles F. Wheeler', '', ''], 'Edited by': ['Marion Rothman', '', ''], 'Music by': ['Lalo Schifrin', '', ''], 'Distributed by': ['Twentieth Century-Fox Film Corporation', '', ''], 'Release date': ['May\xa029,\xa01969', ' (New York City)', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Languages': ['English', 'Spanish', '', ''], 'Budget': ['$5,160,000', '', ''], 'Box office': ['$2.5 million (North America)', '', ''], 'Released': ['1969', '', ''], 'Recorded': ['May 7, 9 & 30, 1969 ', '', ''], '': ['Don Shain', '', '']}"
The Color of Pomegranates,1969,"{'Directed by': ['Sergei Parajanov', '', ''], 'Screenplay by': ['Sergei Parajanov', '', ''], 'Based on': ['Poems', 'by ', 'Sayat-Nova', '', ''], 'Starring': ['Melkon Aleksanyan', 'Giorgi Gegechkori', 'Sofiko Chiaureli', 'Vilen Galstyan', '', ''], 'Narrated by': ['Armen Dzhigarkhanyan', '', ''], 'Cinematography': ['Suren Shakhbazyan', '', ''], 'Edited by': ['Sergei Parajanov', 'M. Ponomarenko', 'Sergei Yutkevich', '', ''], 'Music by': ['Tigran Mansuryan', '', ''], 'Production company': ['', 'Armenfilm'], 'Distributed by': [' (US)', 'Cosmos Film (France)', ' (US)', 'IFEX (US)', 'Criterion', 'Artkino Pictures', '', ''], 'Release date': ['1969', '\n \n', ''], 'Running time': ['78 min. (Armenia)', '73 min. (USSR release)', '', ''], 'Country': ['Soviet Union', '', ''], 'Language': ['Armenian', '', '']}"
The Comic,1969,"{'Directed by': ['Carl Reiner', '', ''], 'Written by': ['Carl Reiner', 'Aaron Ruben', '', ''], 'Produced by': ['Carl Reiner', 'Aaron Ruben', '', ''], 'Starring': ['Dick Van Dyke', 'Michele Lee', 'Mickey Rooney', '', ''], 'Narrated by': ['Dick Van Dyke', '', ''], 'Cinematography': ['W. Wallace Kelley', '', ''], 'Edited by': ['Adrienne Fazan', '', ''], 'Music by': ['Jack Elliott', '', ''], 'Production company': ['Acre Enterprises', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release dates': ['November\xa019,\xa01969', ' (New York City)', 'December\xa026,\xa01969', ' (United States)', '\n \n', ''], 'Running time': ['94 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Police Chief Pepe,1969,"{'Directed by': ['Ettore Scola', '', ''], 'Written by': ['Ettore Scola', 'Ruggero Maccari', '', ''], 'Produced by': ['Franco Cristaldi', '', ''], 'Starring': ['Ugo Tognazzi', 'Giuseppe Maffioli', 'Silvia Dionisio', 'Tano Cimarosa', 'Marianne Comtell', 'Elena Persiani', '', ''], 'Cinematography': ['Claudio Cirillo', '', ''], 'Edited by': ['Tatiana Casini Morigi', '', ''], 'Music by': ['Armando Trovajoli', '', ''], 'Release dates': ['24 September 1969 (Italy)', '5 September 1979 (France)', '', ''], 'Running time': ['107 Min', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}"
The Computer Wore Tennis Shoes,1969,"{'Directed by': ['Robert Butler', '', ''], 'Written by': ['Joseph L. McEveety', '', ''], 'Produced by': ['Bill Anderson', '', ''], 'Starring': ['Kurt Russell', 'Cesar Romero', 'Joe Flynn', 'William Schallert', 'Alan Hewitt', '\n \n', ''], 'Cinematography': ['Frank V. Phillips', '', ''], 'Edited by': ['Cotton Warburton', '', ''], 'Music by': ['Robert F. Brunner', '', ''], 'Production company': ['', 'Walt Disney Productions'], 'Distributed by': ['Buena Vista Distribution', '', ''], 'Release date': ['November\xa028,\xa01969', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$5.5 million (US/ Canada rentals)', '', '']}"
The Cremator,1969,"{'Directed by': ['Juraj Herz', '', ''], 'Written by': ['Ladislav Fuks', 'Juraj Herz', '', ''], 'Produced by': ['Ladislav Hanuš', '', ''], 'Starring': ['Rudolf Hrušínský', 'Vlasta Chramostová', '', ''], 'Cinematography': ['Stanislav Milota', '', ''], 'Edited by': ['Jaromír Janáček', '', ''], 'Music by': ['Zdeněk Liška', '', ''], 'Production company': ['', 'Barrandov Studios'], 'Distributed by': ['Central Office of Film Distribution', '', ''], 'Release date': ['March\xa014,\xa01969', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['Czechoslovakia', '', ''], 'Languages': ['Czech', 'Hebrew', '', '']}"
The Damned,1969,"{'': ['', ''], 'Directed by': ['Luchino Visconti', '', ''], 'Written by': ['Luchino Visconti', 'Nicola Badalucco', 'Enrico Medioli', '', ''], 'Produced by': ['Ever Haggiag', 'Alfred Levy', '', ''], 'Starring': ['Dirk Bogarde', 'Ingrid Thulin', 'Helmut Griem', 'Helmut Berger', 'Renaud Verley', 'Umberto Orsini', 'Albrecht Schönhals', 'René Koldehoff', 'Florinda Bolkan', 'Charlotte Rampling', '\n \n', ''], 'Cinematography': ['Pasqualino De Santis', 'Armando Nannuzzi', '', ''], 'Edited by': ['Ruggero Mastroianni', '', ''], 'Music by': ['Maurice Jarre', '', ''], 'Production companies': ['Praesidens Pegaso Cinematografica Ital-Noleggio Cinematografico Eichberg-Film', ''], 'Distributed by': ['Ital-Noleggio Cinematografico ', ' ', 'Warner Bros.-Seven Arts', '', ''], 'Release dates': ['14\xa0October\xa01969', ' (', ' ', ')', '16\xa0October\xa01969', ' (Italy)', '27\xa0January\xa01970', ' (West Germany)', 'Rome', 'premiere', '\n \n', ''], 'Running time': ['154 minutes', '', ''], 'Country': ['\n', '\n', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2 million', '', ''], 'Box office': ['2,638,507 admissions (France)', '$1.2\xa0million ', '', '']}"
Daughter of the Mind,1969,"{'Written by': [' (novel)', 'Paul Gallico', 'Luther Davis', '', ''], 'Directed by': ['Walter Grauman', '', ''], 'Starring': ['Ray Milland', 'Pamelyn Ferdin', 'Don Murray', 'Gene Tierney', '', ''], 'Theme music composer': ['Robert Drasnin', '', ''], 'Country of origin': ['United States', '', ''], 'Original language': ['English', '', ''], 'Cinematography': ['Jack Woolf', '', ''], 'Running time': ['90 min.', '', ''], 'Original network': ['ABC', '', ''], 'Original release': ['December\xa09,\xa01969', '\n \n', '']}"
De Sade,1969,"{'Directed by': ['Cy Endfield', 'Roger Corman', 'Gordon Hessler', '', ''], 'Written by': ['Richard Matheson', '', ''], 'Based on': [' of ', 'Life', 'Marquis de Sade', '', ''], 'Produced by': ['Samuel Z. Arkoff', 'James H. Nicholson', '', ''], 'Starring': ['Keir Dullea', 'Senta Berger', 'Lilli Palmer', 'Anna Massey', 'Sonja Ziemann', 'John Huston', '', ''], 'Cinematography': ['Richard Angst', '', ''], 'Edited by': ['Max Benedict', 'Hermann Haller', '', ''], 'Music by': ['Billy Strange', '', ''], 'Production companies': ['Trans-Continental Filmproduktion', 'American International Pictures CCC Film'], 'Distributed by': ['American International Pictures ', ' ', 'Columbia Film-Verleih', '', ''], 'Release dates': ['September\xa025,\xa01969', ' (New York)', 'August\xa01970', ' (West Germany)', '\n \n', ''], 'Running time': ['113 minutes', '', ''], 'Countries': ['United States', 'West Germany', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.25 million', '', '']}"
Death of a Gunfighter,1969,"{'Directed by': ['Allen Smithee', '', ''], 'Screenplay by': ['Joseph Calvelli', '', ''], 'Based on': ['From the novel', 'by ', 'Lewis B. Patten', '', ''], 'Produced by': ['Richard E. Lyons', '', ''], 'Starring': ['Richard Widmark', 'Lena Horne', '', ''], 'Cinematography': ['Andrew Jackson', '', ''], 'Edited by': ['Robert F. Shugrue', '', ''], 'Music by': ['Oliver Nelson', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['May\xa08,\xa01969', '\n \n', ''], 'Running time': ['94 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Dillinger Is Dead,1969,"{'Directed by': ['Marco Ferreri', '', ''], 'Written by': ['Marco Ferreri', 'Sergio Bazzini', '', ''], 'Produced by': ['Ever Haggiag', 'Alfred Levy', 'for Pegaso Film', '', ''], 'Starring': ['Michel Piccoli', 'Anita Pallenberg', 'Annie Girardot', '', ''], 'Cinematography': ['Mario Vulpiani', '', ''], 'Edited by': ['Mirella Mencio', '', ''], 'Music by': ['Teo Usuelli', '', ''], 'Distributed by': ['Roissy Films', '', ''], 'Release date': ['23 January 1969', '', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}"
Don't Drink the Water,1969,"{'Directed by': ['Howard Morris', '', ''], 'Written by': [' and', 'R. S. Allen', 'Harvey Bullock', '', ''], 'Based on': ['by ', 'Woody Allen', '', ''], 'Produced by': ['Charles H. Joffe', 'Jack Rollins', 'Joseph E. Levine', '', ''], 'Starring': ['Joan Delaney', 'Jackie Gleason', 'Estelle Parsons', 'Ted Bessell', '', ''], 'Cinematography': ['Harvey Genkins', '', ''], 'Edited by': [' ', '(editorial supervision)', 'Ralph Rosenblum', 'A.C.E.', '', ''], 'Music by': ['Pat Williams', '', ''], 'Distributed by': ['Avco Embassy Pictures', '', ''], 'Release date': ['November\xa011,\xa01969', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Do Raaste,1969,"{'Directed by': ['Raj Khosla', '', ''], 'Written by': ['Chandrakant Kakodkar', 'G .R. Kamat', 'Akhtar Romani', '', ''], 'Produced by': ['Raj Khosla', '', ''], 'Starring': ['Rajesh Khanna', 'Mumtaz', 'Balraj Sahni', 'Prem Chopra', 'Bindu', '', ''], 'Cinematography': ['V. Gopi Krishna', '', ''], 'Edited by': ['Waman Bhonsle', '', ''], 'Music by': ['Laxmikant-Pyarelal', '', ''], 'Distributed by': ['Raj Khosla Films', '', ''], 'Release date': ['5\xa0December\xa01969', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Box office': [' (equivalent to ', '286\xa0crore or US$36\xa0million in 2020)', '', ''], '': ['Feature film soundtrack', '', '']}"
Doppelgänger,1969,"{'Directed by': ['Robert Parrish', '', ''], 'Screenplay by': [' and ', 'Gerry', 'Sylvia Anderson', 'Donald James', '\n \n', ''], 'Story by': ['Gerry and Sylvia Anderson', '', ''], 'Produced by': ['Gerry and Sylvia Anderson', '', ''], 'Starring': ['Roy Thinnes', 'Ian Hendry', 'Lynn Loring', 'Patrick Wymark', 'Loni von Friedl', 'Herbert Lom', '\n \n', ''], 'Cinematography': ['John Read', '', ''], 'Edited by': ['Len Walter', '', ''], 'Music by': ['Barry Gray', '', ''], 'Production company': ['', 'Century 21 Cinema Productions'], 'Distributed by': [' (UK)', 'The Rank Organisation', '\n \n', ''], 'Release dates': ['27\xa0August\xa01969', ' (US)', '8\xa0October\xa01969', ' (UK)', '\n \n', ''], 'Running time': ['101 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
Double Suicide,1969,"{'Directed by': ['Masahiro Shinoda', '', ''], 'Written by': ['Taeko Tomioka', 'Toru Takemitsu', '', ''], 'Produced by': ['Masahiro Shinoda', 'Masayuki Nakajima', '', ''], 'Starring': ['Kichiemon Nakamura', 'Shima Iwashita', 'Hosei Komatsu', 'Yusuke Takita', 'Kamatari Fujiwara', '', ''], 'Cinematography': ['Toichiro Narushima', '', ''], 'Music by': ['Tōru Takemitsu', '', ''], 'Color process': ['Black and White', '', ''], 'Distributed by': ['Toho Company', '', ''], 'Release dates': ['May 24, 1969 (Japan)', 'February 11, 1970 (U.S.)', '', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}"
Downhill Racer,1969,"{'Directed by': ['Michael Ritchie', '', ''], 'Written by': ['James Salter', '', ''], 'Based on': ['1963 novel', 'by ', 'Oakley Hall', '', ''], 'Produced by': ['Richard Gregson', '', ''], 'Starring': ['Robert Redford', 'Gene Hackman', 'Camilla Sparv', '\n \n', ''], 'Cinematography': ['Brian Probyn', '', ''], 'Edited by': ['Richard A. Harris', '', ''], 'Music by': ['Kenyon Hopkins', '', ''], 'Production company': ['Wildwood', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['October\xa028,\xa01969', ' (Reno)', '\n \n', ''], 'Running time': ['101 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.8 million', '', ''], 'Box office': ['$1.9 million', '', '']}"
Antonio das Mortes,1969,"{'Directed by': ['Glauber Rocha', '', ''], 'Written by': ['Glauber Rocha', '', ''], 'Produced by': ['Glauber Rocha', 'Zelito Viana', 'Claude Antoine', 'Luiz Carlos Barreto', '', ''], 'Starring': ['Maurício do Valle', 'Odete Lara', 'Othon Bastos', 'Hugo Carvana', '', ''], 'Cinematography': ['Affonso Beato', '', ''], 'Edited by': ['Eduardo Escorel', '', ''], 'Music by': ['Sérgio Ricardo', '', ''], 'Production company': ['Mapa Filmes', ''], 'Distributed by': ['Mapa Filmes', '', ''], 'Release date': ['September\xa06,\xa01969', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Brazil', '', ''], 'Language': ['Portuguese', '', '']}"
Easy Rider,1969,"{'Directed by': ['Dennis Hopper', '', ''], 'Written by': ['Dennis Hopper', 'Peter Fonda', 'Terry Southern', '\n \n', ''], 'Produced by': ['Peter Fonda', '', ''], 'Starring': ['Peter Fonda', 'Dennis Hopper', 'Jack Nicholson', '\n \n', ''], 'Cinematography': [', ', 'László Kovács', 'Baird Bryant', '', ''], 'Edited by': ['Donn Cambern', '', ''], 'Color process': ['Technicolor', '', ''], 'Production companies': ['', '', 'Pando Company Inc.', 'Raybert Productions'], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['July\xa014,\xa01969', ' (New York City)', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$360,000–$400,000', '', ''], 'Box office': ['$60 million', '', '']}"
End of a Priest,1969,"{'Directed by': ['Evald Schorm', '', ''], 'Written by': ['Evald Schorm', 'Josef Škvorecký', '', ''], 'Starring': ['Vlastimil Brodský', '', ''], 'Cinematography': ['Jaromír Šofr', '', ''], 'Edited by': ['Jiřina Lukešová', '', ''], 'Music by': ['Jan Klusák', '', ''], 'Production company': ['Filmové studio Barrandov', ''], 'Distributed by': ['Ústřední půjčovna filmů', '', ''], 'Release date': ['10\xa0January\xa01969', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['Czechoslovakia', '', ''], 'Language': ['Czech', '', '']}"
Eros + Massacre,1969,"{'Directed by': ['Yoshishige Yoshida', '', ''], 'Written by': [', Yoshishige Yoshida', 'Masahiro Yamada', '', ''], 'Produced by': ['Gendai Eigasha', '', ''], 'Starring': [',', ',', ',', 'Kazuko Ineno', 'Mariko Okada', 'Toshiyuki Hosokawa', 'Yūko Kusunoki', '', ''], 'Cinematography': ['Motokichi Hasegawa', '', ''], 'Music by': ['Toshi Ichiyanagi', '', ''], 'Distributed by': ['Geneon Entertainment', '', ''], 'Release dates': ['15\xa0October\xa01969', ' (France)', '14\xa0March\xa01970', ' (Japan)', '\n \n', ''], 'Running time': ['149 mins. (theatrical cut)', ""216 mins. (director's cut)"", '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}"
Everything for Sale,1969,"{'Directed by': ['Andrzej Wajda', '', ''], 'Written by': ['Andrzej Wajda', '', ''], 'Starring': ['Beata Tyszkiewicz', '', ''], 'Cinematography': ['Witold Sobocinski', '', ''], 'Release date': ['28\xa0January\xa01969', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['Poland', '', ''], 'Language': ['Polish', '', '']}"
The Exquisite Cadaver,1969,"{'Directed by': ['Vicente Aranda', '', ''], 'Screenplay by': [' ', ' Antonio Rabinad', 'Vicente Aranda', '', ''], 'Based on': ['The short story ', ' by ', 'Gonzalo Suárez', '', ''], 'Produced by': ['Sidney Pink', 'Stanley Abrams', 'Carlos Durán', '', ''], 'Starring': ['Carlos Estrada', 'Capucine', 'Judy Matheson', 'Teresa Gimpera', '', ''], 'Cinematography': ['Juan Amorós', '', ''], 'Edited by': ['Maricel Bautista', 'Bautista Treig', '', ''], 'Music by': ['Marco Rossi', '', ''], 'Distributed by': ['Morgana Films', '', ''], 'Release dates': ['25\xa0August\xa01969', ' (Spain)', 'January\xa01973', ' (U.S.)', '\n \n', ''], 'Running time': ['108 minutes', '', ''], 'Country': ['Spain', '', ''], 'Language': ['Spanish', '', '']}"
The Extraordinary Seaman,1969,"{'Directed by': ['John Frankenheimer', '', ''], 'Screenplay by': ['Hal Dresner', 'Phillip Rock', '', ''], 'Produced by': ['Edward Lewis', '', ''], 'Starring': ['David Niven', 'Faye Dunaway', 'Alan Alda', 'Mickey Rooney', 'Jack Carter', '', ''], 'Cinematography': ['Lionel Lindon', '', ''], 'Edited by': ['Fredric Steinkamp', '', ''], 'Music by': ['Maurice Jarre', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['1969', '\n \n', ''], 'Running time': ['80 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Eye of the Cat,1969,"{'Directed by': ['David Lowell Rich', '', ''], 'Written by': ['Joseph Stefano', '', ''], 'Produced by': ['Bernard Schwartz', 'Phillip Hazelton', '', ''], 'Starring': ['Michael Sarrazin', 'Gayle Hunnicutt', 'Eleanor Parker', '', ''], 'Cinematography': ['Russell Metty', 'Ellsworth Fredericks', '', ''], 'Edited by': ['J. Terry Williams', '', ''], 'Music by': ['Lalo Schifrin', '', ''], 'Production company': ['Joseph L. Schenck Enterprises', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['June\xa018,\xa01969', ' (New York City)', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.2 million (US/ Canada rentals)', '', '']}"
Fellini Satyricon,1969,"{'Directed by': ['Federico Fellini', '', ''], 'Screenplay by': ['Federico Fellini', 'Bernardino Zapponi', 'Brunello Rondi', 'Charles Wood', '', ''], 'Based on': ['by ', 'Petronius', '', ''], 'Produced by': ['Alberto Grimaldi', '', ''], 'Starring': ['Max Born', 'Martin Potter', 'Hiram Keller', 'Salvo Randone', 'Magali Noël', 'Alain Cuny', 'Lucia Bosè', 'Tanya Lopert', 'Capucine', '\n \n', ''], 'Cinematography': ['Giuseppe Rotunno', '', ''], 'Edited by': ['Ruggero Mastroianni', '', ''], 'Music by': ['Andrew Rudin', 'Nino Rota', 'İlhan Mimaroğlu', 'Tod Dockstader', '', ''], 'Production company': ['', 'Produzioni Europee Associati'], 'Distributed by': ['United Artists', '', ''], 'Release dates': ['3\xa0September\xa01969', ' (', ' premiere)', '18\xa0September\xa01969', ' (Italy)', 'Rome', '\n \n', ''], 'Running time': ['129 minutes', '', ''], 'Country': ['Italy', '', ''], 'Languages': ['Italian', 'Latin', '', ''], 'Budget': ['3 million', '', ''], 'Box office': ['$1.4 million (US/ Canada rentals)', '$8 million (outside Italy)', '', '']}"
Flashback,1969,"{'Directed by': ['Raffaele Andreassi', '', ''], 'Written by': ['Raffaele Andreassi', 'Maurizio Barendson', 'Callisto Cosulich', 'Nelo Risi', '', ''], 'Produced by': ['Franco Clementi', '', ''], 'Starring': ['Fred Robsahm', '', ''], 'Cinematography': ['Raffaele Andreassi', '', ''], 'Music by': ['Bruno Nicolai', '', ''], 'Release date': ['1969', '\n \n', ''], 'Running time': ['106 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}"
Frankenstein Must Be Destroyed,1969,"{'Directed by': ['Terence Fisher', '', ''], 'Screenplay by': ['Bert Batt', '', ''], 'Story by': ['Bert Batt', 'Anthony Nelson Keys', '', ''], 'Produced by': ['Anthony Nelson Keys', '', ''], 'Starring': ['Peter Cushing', 'Freddie Jones', 'Simon Ward', 'Veronica Carlson', '', ''], 'Cinematography': ['Arthur Grant', '', ''], 'Edited by': ['Gordon Hales', '', ''], 'Music by': ['James Bernard', '', ''], 'Production company': ['', 'Hammer Film Productions'], 'Distributed by': ['Warner Bros.-Seven Arts', '', ''], 'Release dates': ['May\xa022,\xa01969', ' (UK)', 'February\xa011,\xa01970', '\n \n', ''], 'Running time': ['98 minutes (UK)', '101 minutes (U.S.)', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['586,439 admissions (France)', '', '']}"
Fräulein Doktor,1969,"{'Directed by': ['Alberto Lattuada', '', ''], 'Screenplay by': ['H. A. L. Craig', 'Vittoriano Petrilli', 'Alberto Lattuada', 'Duilio Coletti', 'Stanley Mann', '', ''], 'Story by': ['Vittoriano Petrilli', '', ''], 'Produced by': ['Dino De Laurentis', '', ''], 'Starring': ['Suzy Kendall', 'Kenneth More', 'Nigel Green', 'Alexander Knox', 'Olivera Katarina', 'Capucine', 'James Booth', '', ''], 'Cinematography': ['Luigi Kuveiller', '', ''], 'Edited by': ['Nino Baragli', '', ''], 'Music by': ['Ennio Morricone', '', ''], 'Production companies': ['', 'Avala Film Dino de Laurentiis Cinematografica'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release dates': ['24\xa0January\xa01969', ' (Italy)', '15\xa0May\xa01969', ' (U.S.)', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Countries': ['Yugoslavia', 'Italy', '', ''], 'Language': ['English', '', '']}"
Funeral Parade of Roses,1969,"{'Directed by': ['Toshio Matsumoto', '', ''], 'Written by': ['Toshio Matsumoto', '', ''], 'Produced by': ['Mitsuru Kudo', 'Keiko Machida', '\n \n', ''], 'Starring': ['Osamu Ogasawara', 'Emiko Azuma', 'Peter', 'Yoshio Tsuchiya', '\n \n', ''], 'Cinematography': ['Tatsuo Suzuki', '', ''], 'Edited by': ['Toshie Iwasa', '', ''], 'Music by': ['Joji Yuasa', '', ''], 'Distributed by': ['Art Theatre Guild', '', ''], 'Release date': ['13\xa0September\xa01969', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}"
"Gaily, Gaily",1969,"{'Directed by': ['Norman Jewison', '', ''], 'Screenplay by': ['Abram S. Ginnes', '', ''], 'Based on': ['novel by', 'Ben Hecht', '', ''], 'Produced by': ['Norman Jewison', '', ''], 'Starring': ['Beau Bridges', 'Brian Keith', 'George Kennedy', 'Hume Cronyn', 'Melina Mercouri', '', ''], 'Cinematography': ['Richard H. Kline', '', ''], 'Edited by': ['Byron W. Brandt', 'Ralph E. Winters', '', ''], 'Music by': ['Henry Mancini', '', ''], 'Production company': ['', 'The Mirisch Corporation'], 'Distributed by': ['United Artists', '', ''], 'Release date': ['December\xa016,\xa01969', '\n \n', ''], 'Running time': ['107 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$9 million', '', ''], 'Box office': ['$1 million ', '', '']}"
A Gentle Woman,1969,"{'Directed by': ['Robert Bresson', '', ''], 'Written by': ['Robert Bresson', '', ''], 'Based on': ['""', '""', '1876 short story', 'by ', 'A Gentle Creature', 'Fyodor Dostoyevsky', '', ''], 'Produced by': ['Mag Bodard', '', ''], 'Starring': ['Guy Frangin', 'Jeanne Lobre', 'Dominique Sanda', '', ''], 'Cinematography': ['Ghislain Cloquet', '', ''], 'Edited by': ['Raymond Lamy', '', ''], 'Music by': ['Jean Wiener', '', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['1969', '\n \n', ''], 'Running time': ['88 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', '']}"
The Girl from Rio,1969,"{'': ['', ''], 'Directed by': ['Jesús Franco', '', ''], 'Screenplay by': ['Franz Eichhorn', 'Bruno Leder', 'Peter Welbeck', '\n \n', ''], 'Based on': ['by ', 'Sumuru', 'Sax Rohmer', '', ''], 'Produced by': ['Harry Alan Towers', '', ''], 'Starring': ['Shirley Eaton', 'Richard Wyler', 'George Sanders', 'Maria Rohm', '\n \n', ''], 'Cinematography': ['Manuel Merino', '', ''], 'Edited by': ['Allan Morrison', '', ''], 'Music by': ['Daniel J. White', '', ''], 'Production companies': ['', '', 'Ada Films', 'Udastex Films Inc.', 'Terra-Filmkunst'], 'Distributed by': [' (West Germany)', 'Constantin Film', '', ''], 'Release date': ['14\xa0March\xa01969', ' (West Germany)', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Countries': ['Spain', 'West Germany', 'United States', '\n \n', ''], 'Language': ['English', '', '']}"
